                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                   3.94,                 5.0904,                 4.1678,                0.00013,                 0.0197,                  8e-05,                  2e-05,                 4.0042,                 4.9916,                  4.173,             0.00054384,             0.00054384,             0.00054384
